seed,state_id,margin,weight,teacher_reward
91,1,-0.005352331988127984,1.642279838575358,-0.21716497861100925
91,4,-0.0104871571482687,2.258458857792244,-0.39743407637451805
91,16,-0.0007347284879878346,1.0881674185585402,-0.2228287568687494
91,17,-0.024568846446201942,3.948261573544233,-0.3573109403202691
91,18,-0.003509119389116244,1.4210943266939493,-0.5921348966782428
91,20,-0.011841077375602638,2.4209292850723165,-0.45161690125295195
91,28,-0.004674140737765786,1.5608968885318943,-0.3559792237804404
91,32,-0.00017725665333531704,1.021270798400238,-0.20127148163523811
91,57,-0.0011247916226791999,1.134974994721504,-0.25590793053558664
91,60,-0.0037575873116599823,1.4509104773991979,-0.2615809899552146
91,62,-0.004729042642815706,1.5674851171378847,-0.21647611139381284
92,1,-0.003658746129462709,1.439049535535525,-0.1928237786955035
92,6,-0.005662826114618907,1.6795391337542689,-0.21289360650306557
92,9,-0.004022475272867976,1.482697032744157,-0.29648810891992017
92,10,-0.0001395733159005319,1.0167487979080638,-0.23435076709945338
92,11,-0.0022437199374040206,1.2692463924884825,-0.35275074687830005
92,16,-0.0008509316460645899,1.1021117975277508,-0.2686764626162361
92,18,-0.003068080137094642,1.368169616451357,-0.2658763752491468
92,23,-0.0009641424843669921,1.115697098124039,-0.23259064456366477
92,26,-0.004959956805095117,1.595194816611414,-0.19626442868956168
92,28,-0.000730446950381658,1.087653634045799,-0.24604880969401582
92,31,-0.0017001049946887004,1.204012599362644,-0.24946829480076071
92,39,-0.0066653915779791295,1.7998469893574955,-0.2523337340174139
92,41,-0.0068999838968967775,1.8279980676276133,-0.26676222180845877
92,46,-3.9304906131881756e-05,1.0047165887358258,-0.23151421563090385
92,47,-0.0030715343134583295,1.3685841176149995,-0.19376178558536955
92,49,-0.006884341979079334,1.82612103748952,-0.2549776884748806
92,50,-0.004474985192706338,1.5369982231247605,-0.1635182925889285
92,51,-0.022363853011801327,3.683662361416159,-0.34308467052911834
92,52,-0.0024008549949247615,1.2881025993909714,-0.22007338068774668
92,61,-0.0005369968798087377,1.0644396255770485,-0.24939183331296214
93,0,-0.0019097895018604094,1.2291747402232491,-0.2212455753834952
93,1,-0.0007637119549555593,1.0916454345946671,-0.2245622054192546
93,7,-0.003152162546891879,1.3782595056270255,-0.37422080821500225
93,9,-0.001600701351004069,1.1920841621204883,-0.2380899937280391
93,12,-0.0048350012804050935,1.5802001536486112,-0.22223825720258342
93,14,-0.0024166020947607447,1.2899922513712894,-0.23196364827564603
93,15,-0.0005074289569324819,1.0608914748318978,-0.20806340971506765
93,16,-0.0005759676680012482,1.0691161201601498,-0.2178260231483704
93,17,-0.0023363317108493487,1.2803598053019218,-0.3429357223856247
93,21,-0.0024546985828704515,1.2945638299444542,-0.30064618030531015
93,23,-0.004145494067170297,1.4974592880604356,-0.29654296724386375
93,26,-0.0033705265359080805,1.4044631843089697,-0.22425570708047615
93,27,-0.008052920441150718,1.9663504529380862,-0.24866171095436937
93,29,-0.008496774958420883,2.019612995010506,-0.26921984586602155
93,32,-0.008507686734798181,2.0209224081757817,-0.2640321613057902
93,33,-0.002637260085276455,1.3164712102331746,-0.20855525529622124
93,34,-0.0071679529495268235,1.8601543539432188,-0.2907237135955615
93,38,-0.0007743010247970861,1.0929161229756503,-0.2589466696801774
93,40,-7.831671360802872e-05,1.0093980056329634,-0.23866120561849624
93,41,-0.00044430510641263465,1.0533166127695162,-0.2769519123982215
93,44,-0.0067835675725537725,1.8140281087064527,-0.2737414123930643
93,48,-0.008593034713027164,2.0311641655632595,-0.23029380273308264
93,49,-0.014756951445365762,2.7708341734438915,-0.3554436316846397
93,50,-0.002232467305056385,1.2678960766067662,-0.30621989564645413
93,51,-0.0021779614338084397,1.2613553720570128,-0.2565840258930101
93,53,-0.0065973332467483825,1.791679989609806,-0.27837935536684455
93,55,-0.0043279654838982995,1.519355858067796,-0.22051510519916712
93,63,-0.0025743927408339307,1.3089271289000717,-0.3968802047033397
94,5,-0.0032281552695725135,1.3873786323487016,-0.215701496545335
94,6,-0.004063956211742048,1.4876747454090458,-0.26274000449103396
94,13,-0.005147357650748752,1.6176829180898502,-0.3111811564766176
94,15,-0.00126731944325581,1.1520783331906972,-0.20884539685959105
94,19,-0.002231559676796252,1.2677871612155502,-0.18633791132946112
94,20,-0.003549209618694038,1.4259051542432846,-0.27213928324439024
94,21,-0.0018431112874103261,1.2211733544892391,-0.2684589508685775
94,22,-0.00391249834540941,1.4694998014491292,-0.3294586365469768
94,23,-0.005440297737196564,1.6528357284635877,-0.23114857715827503
94,33,-0.004658519395205896,1.5590223274247075,-0.2717052777229436
94,36,-0.0035577028874381744,1.426924346492581,-0.2690585466968798
94,38,-0.011659598440667218,2.399151812880066,-0.2460244500783753
94,40,-0.012377730528971509,2.485327663476581,-0.2078280212438725
94,42,-0.0151640645333867,2.819687744006404,-0.44696883775961305
94,43,-0.0038620434515492796,1.4634452141859136,-0.22142330979826153
94,55,-0.013040659065042481,2.5648790878050978,-0.26094413589508725
95,22,-0.002968962225088606,1.3562754670106327,-0.2446819860504462
95,25,-0.002461106791067591,1.295332814928111,-0.25865067662051444
95,29,-0.01234186442915941,2.4810237314991292,-0.3257026114886145
95,37,-0.0042077668644615596,1.5049320237353871,-0.3249886081889331
95,45,-0.006533783069086585,1.7840539682903902,-0.2729351542187176
95,53,-0.0039382042098239645,1.4725845051788757,-0.23075345132597577
95,56,-0.004765005326214655,1.5718006391457586,-0.2639362919580384
95,59,-0.002076449190904661,1.2491739029085593,-0.2858863109754479
95,63,-0.0007684363173242059,1.0922123580789047,-0.24001255104567998
