seed,state_id,margin,weight,teacher_reward
91,0,-0.2132922400995917,24.0,-0.9103088007810715
91,4,-0.0044069200656582375,1.8813840131316475,-0.1426744717133651
91,5,-0.0030513757150324172,1.6102751430064834,-0.24593674559346618
91,6,-0.012674895618832088,3.5349791237664174,-0.17731650502206284
91,10,-0.0016387847850379278,1.3277569570075856,-0.31721986568550375
91,11,-0.003970347791322659,1.7940695582645318,-0.2031510029701296
91,12,-0.004349009273686144,1.8698018547372288,-0.19279406812618538
91,13,-0.013683526707147314,3.736705341429463,-0.12476427458452494
91,14,-0.0004986195213197708,1.0997239042639542,-0.13794100946033117
91,15,-0.06724117327648965,14.44823465529793,-0.21774795561849575
91,17,-0.005337430920791447,2.067486184158289,-0.11202578406714095
91,20,-0.005394601702265522,2.0789203404531045,-0.13072042866540798
91,23,-0.005060763208789898,2.0121526417579796,-0.1381497685535065
91,24,-0.002659878484603223,1.5319756969206446,-0.15495796128816244
91,27,-0.005703325024257133,2.1406650048514266,-0.20083380735956835
91,30,-0.0010456512424850684,1.2091302484970137,-0.12787812189777947
91,31,-0.004596654558445101,1.9193309116890203,-0.10514729357550667
91,33,-0.005688138394719794,2.137627678943959,-0.13543035234036188
91,35,-0.0023309401231470794,1.4661880246294159,-0.14939060328473427
91,36,-0.22306655161386757,24.0,-0.5118257423234152
91,37,-0.002158964555483839,1.4317929110967678,-0.12485830219634503
91,40,-0.004071927839372158,1.8143855678744316,-0.954015936466009
91,42,-0.002847986298691596,1.5695972597383192,-0.14437596397482302
91,43,-0.21386394866495934,24.0,-0.28152258495224364
91,44,-0.13991171505789324,24.0,-0.611807833729461
91,45,-0.20022593566661015,24.0,-0.12822932217054736
91,46,-0.0012700055794967885,1.2540011158993578,-0.1192424333248456
91,47,-0.17595554124138543,24.0,-0.14211462090116236
91,48,-0.00040074810171369935,1.0801496203427399,-0.18781742381019892
91,49,-0.044429240037639484,9.885848007527898,-0.5511929101176076
91,50,-0.0037011526297352076,1.7402305259470414,-0.12337634652920916
91,51,-0.018986988984243752,4.797397796848751,-0.14889598252395095
91,53,-0.18679345412305426,24.0,-0.6906577395413398
91,55,-0.3210222591090548,24.0,-0.5436916658159943
91,56,-0.0016257505571370678,1.3251501114274136,-0.1050496202849284
91,57,-0.00016225424701329927,1.0324508494026599,-0.14528982280625904
91,59,-0.001310667700533924,1.2621335401067848,-0.12199909454459805
91,60,-0.001464107169147244,1.2928214338294488,-0.7239253390418945
91,62,-0.5148719165751025,24.0,-0.741317815870057
91,63,-0.01212594950822779,3.425189901645558,-0.17811065472125812
92,1,-0.00147246504680984,1.294493009361968,-0.14303965754733491
92,2,-0.0030679948684432246,1.613598973688645,-0.2970936108760738
92,3,-0.13124858878072015,24.0,-0.13288449236694422
92,4,-0.005526861604843586,2.1053723209687174,-0.15971937043730358
92,5,-0.009352022783683328,2.8704045567366654,-0.11866657910073167
92,6,-0.0008054890251995434,1.1610978050399088,-0.1120025431862238
92,7,-0.061498223008317976,13.299644601663594,-0.18108307658199763
92,10,-0.20637904519755224,24.0,-0.532819194779119
92,11,-0.0016798315672763575,1.3359663134552715,-0.5988147162054492
92,13,-0.009760245119488725,2.952049023897745,-0.14132093927937503
92,16,-9.60756744627228e-05,1.0192151348925447,-0.10169944497582896
92,17,-0.01672491428397954,4.344982856795909,-0.23020180038363924
92,18,-0.019963407720308413,4.992681544061682,-0.14658805401970798
92,20,-0.0015106868877974855,1.302137377559497,-0.1274789013942492
92,23,-0.0035099660377244657,1.7019932075448931,-0.11788914223488701
92,24,-0.010090806964101029,3.018161392820206,-0.4310787391265336
92,25,-0.001663080846461218,1.3326161692922436,-0.16696772765869217
92,26,-0.005461357798446434,2.0922715596892867,-0.11534594309049247
92,28,-0.0014988742515520959,1.2997748503104192,-0.10437354194958914
92,29,-0.00046941324807317497,1.093882649614635,-0.15297782991446296
92,30,-0.028565419671898046,6.713083934379609,-0.21625340660191597
92,31,-0.02262677500516852,5.525355001033704,-0.26357365281920053
92,36,-0.007238579771208273,2.4477159542416547,-0.1090324234453157
92,37,-0.03044586164904453,7.089172329808906,-0.2445913458989459
92,42,-0.013038326174301645,3.6076652348603293,-0.12598312449847918
92,45,-0.00196007039291049,1.392014078582098,-0.20346142018165222
92,47,-0.003813323609724986,1.7626647219449971,-0.10318767469369272
92,50,-0.0028330691886891135,1.5666138377378227,-0.1417613376999841
92,51,-0.017053401064396706,4.410680212879341,-0.19476897603546192
92,55,-0.005767443053326937,2.1534886106653874,-0.16751900098651057
92,59,-0.012158546841702839,3.4317093683405675,-0.24001912498765557
92,61,-0.010578219996338428,3.115643999267686,-0.13431314613920825
93,0,-0.006583107111488434,2.316621422297687,-0.15866333169607783
93,2,-0.16788856133313398,24.0,-0.2235454681485606
93,7,-0.003968068619991744,1.7936137239983487,-0.11505780283082824
93,8,-0.019921197288237935,4.984239457647587,-0.889663524840433
93,12,-0.001783498267228234,1.3566996534456468,-0.1144800096358603
93,17,-0.013297105871661108,3.6594211743322216,-0.3575127634333188
93,18,-0.006230762790804617,2.246152558160923,-0.13469727801607773
93,20,-0.009125106582639597,2.8250213165279194,-0.13622368782582867
93,24,-0.0005376991222574012,1.1075398244514802,-0.12892349456627814
93,26,-0.030559197240987657,7.111839448197531,-0.29233406650547344
93,27,-0.007733303651216494,2.546660730243299,-0.1400872038541605
93,29,-0.013500166666785551,3.7000333333571103,-0.13518151006851117
93,30,-0.0025892808474209383,1.5178561694841877,-0.2712503907608975
93,32,-1.088613569605422,24.0,-0.2970275175010778
93,34,-0.0018445366468259339,1.3689073293651868,-0.11975794382222096
93,36,-0.23882344148506607,24.0,-0.654623605270106
93,37,-0.06654815866044828,14.309631732089656,-0.4098093754662733
93,38,-0.1132996483081134,23.65992966162268,-0.15536770888530643
93,42,-0.0013553500392460144,1.271070007849203,-0.10372523318175764
93,45,-0.015715161102113268,4.143032220422653,-0.11097067611026504
93,50,-0.0002790819217793755,1.0558163843558752,-0.11431677809247827
93,52,-0.006900934162581085,2.380186832516217,-0.14108534239844958
93,54,-0.08435694028038987,17.871388056077976,-0.6093041340275611
93,57,-0.08397039572825055,17.79407914565011,-0.25861748907398463
93,58,-0.002279425002354979,1.4558850004709958,-0.15351968150035347
93,60,-0.006185604280694368,2.2371208561388736,-0.24609792319910512
93,62,-0.0018690900273332506,1.3738180054666502,-0.12263090381670887
94,0,-0.07752715489766626,16.50543097953325,-0.8818314622183175
94,1,-0.001069138290263949,1.2138276580527898,-0.173428332451669
94,2,-0.14403805926934343,24.0,-0.6081768530115436
94,3,-0.001332522889020027,1.2665045778040054,-0.33382104566989934
94,7,-0.19910497372978772,24.0,-0.1670504950023408
94,10,-0.005408626245940795,2.081725249188159,-0.19119628932622945
94,11,-0.00022579872537975554,1.045159745075951,-0.32031390169101315
94,12,-0.1760853736848631,24.0,-0.38697860009364704
94,14,-0.03326685734306613,7.6533714686132255,-0.12324925886377851
94,20,-0.030229238814363013,7.045847762872603,-0.7340548623724379
94,25,-0.017473737490241725,4.494747498048345,-0.3081193576142097
94,26,-0.013389341220709838,3.6778682441419677,-0.13039549620840052
94,27,-0.6050613235565745,24.0,-0.21369329729343747
94,29,-0.0023642168799645202,1.472843375992904,-0.15888729629553466
94,31,-0.00386281691838071,1.7725633836761419,-0.1093517756007019
94,32,-0.010810460913641351,3.16209218272827,-0.509634171986379
94,35,-0.12143359601653025,24.0,-0.2811751148181443
94,36,-0.0018700910289962402,1.374018205799248,-0.1293656423461846
94,39,-0.003563747943476081,1.7127495886952162,-0.1299290774419544
94,43,-0.005048319411305069,2.009663882261014,-0.19194289765321296
94,45,-0.16245119457519308,24.0,-0.5928587674672003
94,47,-0.004795487411612093,1.9590974823224185,-0.13155097956020323
94,49,-0.0022319918124642513,1.4463983624928503,-0.13959663743807205
94,51,-0.006466099631134245,2.293219926226849,-0.11889722825650352
94,52,-0.002046927630208306,1.4093855260416612,-0.1577020815262974
94,53,-0.003069895684281454,1.6139791368562908,-0.16891665083376908
94,56,-0.003093057915610223,1.6186115831220445,-0.11653240161123178
94,58,-0.0008948675734983119,1.1789735146996625,-0.10151774967651124
