seed,state_id,margin,weight
101,3,-0.041572518340886044,2.6629007336354418
101,4,-0.0018507293310870698,1.0740291732434828
101,6,-2.518738541625043e-05,1.00100749541665
101,8,-0.004861592843601284,1.1944637137440512
101,9,-0.0021665912650794678,1.0866636506031786
101,11,-0.02464346204744086,1.9857384818976345
101,12,-0.0014149125428661313,1.0565965017146453
101,15,-0.0009156191788576018,1.036624767154304
102,0,-0.014826598940698016,1.5930639576279206
102,5,-0.00022023224986439383,1.0088092899945758
102,6,-0.01090632089929873,1.436252835971949
102,7,-0.00031124388694313276,1.0124497554777254
102,8,-0.0006641478060824269,1.026565912243297
102,9,-0.0022465893213512445,1.0898635728540498
102,10,-0.0036100361676985604,1.1444014467079424
102,12,-0.0007405883034674182,1.0296235321386966
102,13,-0.002268518657969315,1.0907407463187726
102,14,-0.006242640811027281,1.2497056324410911
103,2,-0.04907878493266954,2.9631513973067816
103,3,-0.0024618011265415685,1.0984720450616627
103,5,-0.010359996198418209,1.4143998479367283
103,8,-0.0002121639118818075,1.0084865564752723
103,10,-0.05046200604396134,3.0184802417584535
103,11,-0.001303809360624103,1.0521523744249641
103,12,-0.0003591125740614043,1.0143645029624562
103,13,-0.11489769767849783,5.595907907139914
103,14,-0.0008249329991198151,1.0329973199647926
103,15,-0.0023745008795929834,1.0949800351837193
104,0,-0.006194801781526663,1.2477920712610664
104,1,-0.00852313670090718,1.3409254680362872
104,3,-0.004766708245919599,1.190668329836784
104,4,-0.0127432736069579,1.509730944278316
104,5,-0.0013753288035824457,1.0550131521432977
104,6,-0.0002156170500444421,1.0086246820017777
104,7,-0.010257538117913995,1.4103015247165598
104,8,-0.0014492943539306247,1.057971774157225
104,10,-0.0011801089528514774,1.047204358114059
104,11,-0.005013512001483061,1.2005404800593225
104,13,-0.02429902794106248,1.9719611176424992
104,14,-0.00011795247441051537,1.0047180989764206
104,15,-0.005732780163624246,1.2293112065449698
105,0,-0.0005824215745416916,1.0232968629816677
105,1,-0.001107708436138083,1.0443083374455233
105,4,-0.0009941841986109284,1.039767367944437
105,5,-0.01187173409039527,1.4748693636158108
105,7,-0.0023321522040410936,1.0932860881616437
105,8,-0.002062729632857252,1.08250918531429
105,9,-0.004840760476384751,1.1936304190553901
105,10,-0.0009461651630290613,1.0378466065211625
105,12,-0.0038644462725427597,1.1545778509017104
105,13,-0.005073573875611415,1.2029429550244566
105,14,-0.00019761586280467314,1.007904634512187
105,15,-0.0010309987766430884,1.0412399510657235
